ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,BikeBuyer,Latitude,Longitude,City,Zip Code,Country
29418,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,31,No,12.89366,101.65446,Bremerhaven,22529,Germany
29417,Married,Female,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,31,No,-52.5381,-109.5897,Lunel,96036,France
29416,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,31,No,-38.2917,129.80859,Colmar,30134,France
29413,Married,Male,30000,3,Partial College,Clerical,Yes,2,0-1 Miles,Europe,28,No,33.74951,-45.51592,Uppingham. Cottesmore,TO8J 4YD,United Kingdom
29409,Single,Female,30000,3,Partial College,Clerical,No,1,0-1 Miles,Europe,27,No,-21.03096,84.48349,Salzgitter,92400,Germany
29408,Married,Female,20000,4,High School,Manual,Yes,2,0-1 Miles,Europe,27,No,-39.91879,68.98953,Orvault,97957,France
29406,Married,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,No,-24.09195,-167.8832,Thionville,63773,France
29405,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,28,No,43.42111,15.80141,Trier,68381,Germany
29402,Single,Male,30000,2,Partial College,Clerical,No,2,0-1 Miles,Europe,42,No,-76.02704,56.21447,Taunton,I12 7DK,United Kingdom
29396,Married,Male,30000,0,Bachelors,Skilled Manual,No,1,0-1 Miles,Europe,72,No,84.11316,-110.80185,Schwerin,221,Germany
29395,Single,Female,20000,0,Partial College,Clerical,No,1,1-2 Miles,Europe,72,No,79.13604,77.77374,Bremen,21935,Germany
29394,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,44,No,-67.09748,-47.29086,Limoges,95103,France
29393,Single,Female,30000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,43,No,-55.46044,-152.70277,Ramsey,CK70 8PX,United Kingdom
29387,Single,Female,10000,0,High School,Manual,No,2,0-1 Miles,Europe,72,No,85.15277,-85.65964,K?then,48970,Germany
29386,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,74,No,81.30295,-140.41109,Hamburg,46257,Germany
29384,Married,Female,10000,2,Partial High School,Manual,Yes,2,0-1 Miles,Europe,43,No,70.6137,137.63457,Coatbridge,Z2N 1PM,United Kingdom
29383,Single,Female,10000,2,Partial High School,Manual,No,2,0-1 Miles,Europe,43,No,64.09162,97.849,Bad Nauheim,65343,Germany
29381,Married,Male,20000,3,High School,Manual,Yes,0,0-1 Miles,Europe,42,Yes,-5.73762,-124.18717,Hamburg,13981,Germany
29379,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,No,-26.94803,130.09192,Leominster,A8 2KR,United Kingdom
29378,Married,Male,30000,1,Bachelors,Skilled Manual,No,2,0-1 Miles,Europe,41,No,-24.51664,71.14962,F?rth,13792,Germany
29377,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,No,25.08796,29.92338,Washington,T4O 8HG,United Kingdom
29376,Single,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,41,No,-60.51232,134.44296,Montigny-lès-Metz,44231,France
29373,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,26.88645,-87.64206,Bamberg,67845,Germany
29372,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,89.40773,-110.23548,Haguenau,34828,France
29370,Single,Male,30000,0,Bachelors,Clerical,No,1,2-5 Miles,Europe,79,No,-45.41168,179.01999,Blairgowrie,FV5N 1WO,United Kingdom
28921,Married,Male,120000,5,High School,Management,No,4,10+ Miles,Europe,59,No,41.62872,-82.39553,Washington,L5 0QA,United Kingdom
28920,Single,Female,120000,5,High School,Management,No,4,10+ Miles,Europe,59,No,4.27755,-132.59971,Friedrichshafen,31173,Germany
28919,Married,Female,90000,0,Partial High School,Skilled Manual,Yes,2,10+ Miles,Europe,59,No,13.61793,-46.73237,Bloxham,YM42 0BJ,United Kingdom
28918,Married,Female,130000,5,High School,Management,No,4,10+ Miles,Europe,58,No,54.11106,142.34708,Heusweiler,45940,Germany
28917,Single,Female,80000,1,High School,Management,No,4,5-10 Miles,Europe,58,No,88.55013,-35.39414,Blankenfelde-Mahlow,46836,Germany
28915,Single,Male,80000,1,High School,Management,Yes,3,10+ Miles,Europe,57,No,-36.23893,-82.21465,Besançon,59655,France
28914,Married,Female,170000,5,Partial College,Management,No,4,10+ Miles,Europe,55,No,57.5411,-62.27956,Arras,99360,France
28913,Single,Female,150000,5,Bachelors,Management,No,4,10+ Miles,Europe,56,No,86.07108,-11.52329,Augsburg,67537,Germany
28912,Married,Male,100000,4,Partial College,Management,Yes,4,10+ Miles,Europe,56,No,23.78226,-178.45823,Berlin,42392,Germany
28911,Married,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,No,-84.60345,14.56834,Corby,SL6F 1TD,United Kingdom
28910,Single,Female,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,No,-59.53206,-130.18564,Limoges,2997,France
28909,Married,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,No,-58.20447,-117.34688,Trier,92705,Germany
28908,Single,Female,170000,5,Partial College,Management,No,4,10+ Miles,Europe,55,No,86.10723,94.19565,Illkirch-Graffenstaden,37723,France
28907,Married,Male,160000,5,Partial College,Professional,No,3,10+ Miles,Europe,55,No,35.69707,139.85565,Laval,15800,France
28906,Married,Male,80000,2,High School,Professional,Yes,2,10+ Miles,Europe,55,No,40.65582,118.20682,Teltow,49169,Germany
28905,Married,Female,80000,1,High School,Professional,Yes,3,10+ Miles,Europe,55,No,-39.73222,-15.54147,Heppenheim,67103,Germany
28903,Married,Female,130000,5,Partial College,Professional,Yes,2,0-1 Miles,Europe,53,No,26.27489,36.72533,Hinckley,VW0 3EK,United Kingdom
28900,Single,Female,110000,5,Bachelors,Management,No,1,10+ Miles,Europe,53,No,40.95346,-25.74691,Montluçon,3331,France
28899,Married,Male,130000,5,High School,Professional,Yes,1,0-1 Miles,Europe,52,No,79.66476,-26.67985,Vierzon,62074,France
28898,Single,Female,130000,4,Partial College,Professional,No,4,0-1 Miles,Europe,52,No,-22.55729,92.46331,Illkirch-Graffenstaden,37212,France
28897,Single,Female,80000,2,Partial College,Professional,No,2,2-5 Miles,Europe,53,No,43.37445,6.65374,Delmenhorst,2375,Germany
28896,Married,Male,70000,3,High School,Professional,Yes,1,10+ Miles,Europe,53,No,80.80747,126.85763,K?then,42242,Germany
28894,Married,Male,100000,3,Bachelors,Management,Yes,4,10+ Miles,Europe,60,No,37.86046,-5.18832,Reims,97035,France
28893,Married,Female,80000,0,Partial College,Professional,Yes,2,10+ Miles,Europe,60,No,57.81869,68.53532,Brest,41404,France
28892,Single,Female,130000,4,Partial College,Professional,No,4,5-10 Miles,Europe,61,No,41.0262,-145.58593,Inverbervie,S7S 9ZZ,United Kingdom
28891,Single,Female,130000,4,Partial College,Professional,No,4,0-1 Miles,Europe,61,No,48.64626,-45.20668,Bastia,73708,France
28889,Married,Female,80000,0,Bachelors,Management,No,2,2-5 Miles,Europe,61,No,-46.4565,2.14955,Wernigerode,2271,Germany
28888,Married,Female,80000,0,Bachelors,Management,Yes,2,10+ Miles,Europe,62,No,-65.20912,55.14096,Kingussie,QP9G 4DM,United Kingdom
28887,Single,Male,120000,4,Partial High School,Professional,No,4,5-10 Miles,Europe,51,No,-45.53013,80.49566,Radebeul,50135,Germany
28886,Married,Male,100000,3,High School,Professional,Yes,4,10+ Miles,Europe,51,No,16.61162,97.18498,Tours,56082,France
28884,Single,Female,170000,3,High School,Professional,No,4,0-1 Miles,Europe,50,No,-72.40953,-5.65556,New Quay,C4C 2UE,United Kingdom
28883,Married,Male,120000,4,High School,Professional,Yes,4,5-10 Miles,Europe,50,No,56.46178,-91.07206,Duisburg,81036,Germany
28882,Married,Female,110000,4,Partial College,Professional,Yes,4,5-10 Miles,Europe,50,No,-17.74668,-67.71349,Maidenhead,Z1 2OL,United Kingdom
28881,Married,Male,110000,4,Partial College,Professional,Yes,4,5-10 Miles,Europe,50,No,-59.15816,144.8104,Bastia,99302,France
28879,Single,Male,170000,3,Bachelors,Management,No,3,5-10 Miles,Europe,48,No,88.59214,-176.72372,Karlsruhe,66407,Germany
28878,Married,Male,160000,3,High School,Professional,Yes,4,0-1 Miles,Europe,49,No,44.77248,85.23252,Galashiels,Y8X 1BH,United Kingdom
28877,Single,Male,150000,3,High School,Professional,No,4,5-10 Miles,Europe,48,No,18.47879,100.02982,Pirna,4223,Germany
28875,Single,Male,110000,4,Partial College,Professional,Yes,3,5-10 Miles,Europe,49,No,-35.38891,52.59341,High Wycombe,A2Z 2RZ,United Kingdom
28759,Single,Female,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,No,30.15707,34.81174,Mansfield,J3 0KM,United Kingdom
28756,Single,Female,40000,2,Partial College,Clerical,Yes,0,1-2 Miles,Europe,36,Yes,-44.64233,127.99964,Halberstadt,55064,Germany
28754,Single,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,-61.56281,83.91779,Bremerhaven,87823,Germany
28753,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,No,-43.65939,-117.07269,Quedlinburg,61827,Germany
28748,Single,Female,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,72.00857,-163.72858,Gifhorn,57455,Germany
28746,Married,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,-7.51463,-126.9766,Wigtown,MA2 4QA,United Kingdom
28745,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,-63.16747,29.68132,Saint-Lô,26560,France
28743,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,91,No,62.02814,-22.50163,Creil,5592,France
28738,Married,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,No,-83.41003,-36.13325,St. Andrews,NN3 9CX,United Kingdom
28737,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,-54.45225,-12.48411,Beauvais,38440,France
28733,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Yes,8.88206,172.92849,Musselburgh,RP4 5LY,United Kingdom
28730,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,27,No,-82.52718,126.38478,Bautzen,56039,Germany
28725,Single,Male,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No,4.98588,128.98688,Bastia,29620,France
28722,Single,Female,20000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,32,No,48.66751,144.79782,Douai,70128,France
28711,Married,Female,30000,0,Bachelors,Clerical,Yes,0,1-2 Miles,Europe,37,Yes,15.43679,56.15438,Spremberg,43509,Germany
28710,Married,Male,10000,1,High School,Manual,Yes,2,0-1 Miles,Europe,53,No,-75.06165,134.93322,Bad Hersfeld,26904,Germany
28687,Single,Male,10000,2,High School,Manual,No,0,0-1 Miles,Europe,35,No,-82.89961,-44.83127,Roxburgh,BZ4 4KL,United Kingdom
28570,Single,Female,40000,2,Partial College,Clerical,No,2,0-1 Miles,Europe,34,No,-55.24467,-102.9181,Aberdeen,EH2X 7XB,United Kingdom
28567,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,-81.04062,153.0315,P?ttlingen,71148,Germany
28566,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,-64.62616,49.68917,Witney,F26 7AG,United Kingdom
28565,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,0.74001,43.47119,Alençon,81658,France
28561,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,35,No,-48.07374,52.30565,Rhyl,W4 4ZC,United Kingdom
28558,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,25.51313,-31.48493,Tullibody,F48 8IU,United Kingdom
28557,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,32,Yes,9.71578,15.29115,Vandoeuvre-lès-Nancy,36658,France
28555,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,33,Yes,15.43198,-92.92651,Saint-Dizier,69947,France
28552,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,-65.90755,2.387,Dumbarton,GF5 1AZ,United Kingdom
28551,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No,-6.64182,-143.71599,Belfort,87253,France
28550,Single,Male,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No,-89.26133,154.52271,Berlin,30521,Germany
28546,Married,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,No,-87.043,-15.03934,Stourbridge,YG6X 9HN,United Kingdom
28545,Married,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,No,30.65363,-135.94683,Recklinghausen,49058,Germany
28544,Single,Male,30000,0,Partial College,Clerical,No,1,1-2 Miles,Europe,32,No,-84.87742,95.24205,Coventry,EC8 5SX,United Kingdom
28543,Single,Male,30000,0,Partial College,Clerical,No,1,1-2 Miles,Europe,32,No,72.56935,136.06204,Bielefeld,70870,Germany
28542,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,32,No,69.59016,103.79817,Brest,91597,France
28540,Married,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,31,Yes,71.61041,-59.71027,Hamburg,34210,Germany
28539,Single,Female,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,33,No,16.31276,-48.43446,Panketal,33148,Germany
28538,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,No,65.2905,171.19679,Welshpool,X9U 1SN,United Kingdom
28528,Married,Female,20000,1,Partial College,Manual,No,0,1-2 Miles,Europe,38,Yes,47.59228,-146.43413,Saint-Louis,1306,France
28526,Single,Male,10000,1,High School,Manual,Yes,2,0-1 Miles,Europe,53,No,-72.58013,141.04033,Lossiemouth,HA0 7YR,United Kingdom
28522,Married,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,Europe,37,Yes,32.18985,-81.35413,Bremerhaven,18271,Germany
28506,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,46,Yes,-41.076,136.59529,Barmouth,BU5V 7TI,United Kingdom
28505,Married,Female,30000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,48,Yes,-58.13784,153.69095,Offenbach am Main,44999,Germany
28498,Single,Female,10000,1,High School,Manual,No,1,2-5 Miles,Europe,47,No,-68.09428,26.29223,Tranent,B48 5BY,United Kingdom
28496,Single,Male,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,46,No,7.47755,-179.60097,Barmouth,FI78 6KS,United Kingdom
28495,Single,Female,10000,1,High School,Manual,No,1,1-2 Miles,Europe,45,No,22.01603,45.32448,Trier,64547,Germany
28489,Single,Male,20000,0,Partial College,Manual,No,1,0-1 Miles,Europe,63,Yes,86.15727,-162.31886,Rochester,U7P 5BE,United Kingdom
28477,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,65,Yes,46.68805,134.49346,Saint-Brieuc,99262,France
28476,Single,Male,10000,0,Partial College,Manual,No,1,0-1 Miles,Europe,65,No,72.10932,-125.382,Kircudbright,RX1 8ZZ,United Kingdom
28475,Single,Male,10000,0,Partial College,Manual,No,1,2-5 Miles,Europe,65,No,-83.85699,102.89912,Woking,T3 8OL,United Kingdom
28473,Single,Male,20000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,67,No,21.09978,-22.72281,Paderborn,76594,Germany
28469,Married,Female,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No,39.09708,-80.24491,Bracknell,NQ10 1WX,United Kingdom
28468,Married,Female,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No,-54.63247,87.44713,Bognor Regis,H63 3TK,United Kingdom
28467,Married,Female,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,51,No,-47.80053,-173.64052,Inverness,I1 8BB,United Kingdom
28466,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No,54.67703,-117.14259,Bad Kreuznach,15289,Germany
28465,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No,-81.05768,-40.89445,Torquay,F92 5BE,United Kingdom
28464,Married,Male,10000,0,Partial College,Manual,Yes,0,1-2 Miles,Europe,50,No,-14.64562,112.77324,Ferness,O87 1BO,United Kingdom
28463,Single,Male,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,-36.97975,-23.03213,Haverfordwest,PC68 1WB,United Kingdom
28462,Married,Female,10000,0,Partial College,Manual,No,0,0-1 Miles,Europe,49,No,-70.62472,59.68766,G?ppingen,13548,Germany
28461,Married,Male,10000,0,Partial College,Manual,Yes,0,0-1 Miles,Europe,49,No,-64.37431,61.52037,Pau,13558,France
28460,Married,Male,20000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No,51.32755,-70.33657,Aalen,9283,Germany
28459,Married,Female,20000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,48,No,-60.88561,-7.12454,Hay-on-Wye,A3 5JE,United Kingdom
28457,Single,Male,10000,0,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,71,No,-52.38741,-71.29182,Ingelheim,38964,Germany
28456,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,-33.30816,59.39641,Brodick,U6X 5KJ,United Kingdom
28454,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No,53.35133,-2.97583,Wernigerode,65880,Germany
28453,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No,-39.47693,-91.06288,Goslar,69130,Germany
28452,Single,Female,10000,0,Bachelors,Manual,No,0,0-1 Miles,Europe,45,No,51.912,5.64915,Berlin,92677,Germany
28451,Married,Female,20000,0,Graduate Degree,Manual,No,0,0-1 Miles,Europe,44,No,-33.80065,40.5191,Bremen,13241,Germany
28450,Single,Male,10000,0,Bachelors,Manual,No,0,0-1 Miles,Europe,44,No,-53.33081,77.80552,Kilmarnock,EK0K 9IG,United Kingdom
28448,Married,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,No,23.38383,103.0116,Port Glasgow,CR7 7CF,United Kingdom
28445,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,No,60.25095,60.97443,Guildford,VI06 9HV,United Kingdom
28444,Single,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,No,60.34686,-142.108,Berlin,83863,Germany
28442,Single,Male,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,32,No,83.14692,-138.31352,Saarbr?cken,47156,Germany
28441,Single,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,32,No,-70.33347,14.56184,Chalon-sur-Saône,93607,France
28440,Single,Female,20000,0,Partial High School,Manual,Yes,1,2-5 Miles,Europe,31,No,-39.46615,167.47165,Joué-lès-Tours,96341,France
28439,Single,Female,20000,0,Partial High School,Manual,No,1,5-10 Miles,Europe,31,No,-6.68332,102.2087,Thionville,65212,France
28438,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,Yes,1.94787,-31.76566,L?neburg,37692,Germany
28435,Married,Male,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,30,No,-2.6094,32.06278,Weston-super-Mare,GL12 2KP,United Kingdom
28433,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,30,No,35.88237,131.08772,Kirkwall,EM06 0OU,United Kingdom
28432,Single,Male,20000,0,High School,Manual,No,1,1-2 Miles,Europe,31,No,6.79494,154.89616,Vichy,91622,France
28431,Married,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,30,No,86.31345,-154.5378,Wolverhampton,S05 8HR,United Kingdom
28430,Married,Male,10000,0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,31,No,-89.58674,48.53246,Greifswald,39771,Germany
28429,Single,Male,20000,0,High School,Manual,No,1,1-2 Miles,Europe,30,No,-2.87393,104.72137,Dieppe,32482,France
28426,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,No,-1.06367,13.63602,Cannock,M34 9FA,United Kingdom
28423,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,28,No,-69.38917,77.5781,Sta?furt,37318,Germany
28422,Single,Female,30000,5,Partial College,Clerical,No,3,0-1 Miles,Europe,29,No,48.37382,-167.36431,Ajaccio,47425,France
28415,Married,Female,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes,-18.60339,58.44709,East Kilbride,V2W 6YW,United Kingdom
28412,Single,Male,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,No,-88.06883,14.05589,Saint-Quentin,10917,France
28411,Single,Male,20000,0,High School,Manual,Yes,1,2-5 Miles,Europe,29,No,-76.74948,131.07499,Châlons-en-Champagne,81456,France
28410,Married,Female,20000,0,High School,Manual,No,1,1-2 Miles,Europe,29,No,65.9086,-84.34864,Montbéliard,52934,France
28409,Married,Female,20000,0,High School,Manual,No,1,1-2 Miles,Europe,29,No,1.79015,54.7647,Alexandria,L46 4JF,United Kingdom
28408,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,28,No,-15.17945,109.70173,Le Cannet,20031,France
28406,Married,Male,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,43,No,56.31494,50.07099,Rothes,XP57 2JA,United Kingdom
28405,Married,Male,40000,0,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Yes,-32.10174,142.90276,Menai Bridge,NQ76 6WY,United Kingdom
28404,Married,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,No,-79.68805,-32.30439,Reims,27679,France
28402,Single,Female,30000,2,Partial College,Clerical,No,1,0-1 Miles,Europe,41,No,26.21459,63.14807,Rezé,95037,France
28401,Single,Female,30000,2,Partial College,Clerical,Yes,1,0-1 Miles,Europe,40,Yes,52.26615,-109.90451,Delitzsch,88465,Germany
28398,Single,Male,30000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,43,No,11.24532,-158.89579,Kiel,53934,Germany
28396,Single,Female,40000,0,Bachelors,Professional,Yes,0,0-1 Miles,Europe,40,Yes,-19.97142,-31.50459,Alès,65160,France
28394,Married,Female,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Yes,-33.12346,164.89662,G?ppingen,14383,Germany
28392,Married,Male,30000,0,Bachelors,Skilled Manual,Yes,1,2-5 Miles,Europe,73,No,-66.45568,172.05911,Kilsyth,R3E 0OQ,United Kingdom
